job,company,city,salary,work_experience,age,education,work_type,contract,email,phone_number,job_descr,links,posted_date,deadline
PL/SQL üzrə kiçik mütəxəssis,Unibank,Bakı,Müsahibə əsasında,1 il,21 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"https://qlor.me/m5qgq49lapTəsvirBiznes proseslərinin avtomatlaşdırılması və alqoritmləşdirilməsi;Mövcud proqram təminatlarının (Core Banking) dəstəklənməsi;Ən son texnologiyalar üzrə trendlərin proqramlaşdırmada tətbiqi;Yeni tətbiqi proqramlar, modulların işlənib hazırlanmasında iştirak etmək;Yeni tətbiq olunan proqramları test edib məlumat vermək;Test zamanı müəyyən olunmuş səhvlərin düzəldilməsi;Yeni tətbiq olunmuş proqram üçün texniki sənədlərinin hazırlanmasında iştirak etmək;Mövcud kodun dəyişdirilməsinə nəzarət etmək, kodun nəzərdən keçirilmək;Məlumat bazasından istifadə etməklə daxili tələblərə uyğun olan hesabat formalarını/çap formalarını hazırlamaq.TələblərMüvafiq sahə üzrə ən azı 1 il təcrübə;“Agile Development” və “Extreme programming” metodologiyaları ilə bilik və iş təcrübəsi;Məlumat struktur (Data structures), Algoritm yaradilması, SQL üzrə biliklər;Testlə idarə olunan mühitdə proqram tərtibatı və inkişafı (software design and development) ilə bağlı təcrübə;Proqramlaşdırma dili bilikləri (Java, PL/SQL, Javascript və s. ) ;Weblogic bilikləri;ABS GNI sitem üzrə biliklər (yüksək səviyyədə);APEX Application Development üzrə əla biliklər;Git kod versiya vasitələrində bilik və təcrübə olmalı;Sistem dizaynı (system design) və məlumat əlaqələri (data relationship) üzrə biliklər;JIRA/MS Excel/Visio/PowerPoint bilikləri;Tərtibatçıların işinin əlaqələndirilməsi;İnnovativlik;Komandada işləmə bacarığı.Biz Sizə nə təklif edirik:Öz bilik və bacarıqlarınızı nümayiş və inkişaf etdirmək üçün rahat iş şəraitiPerformansın illik qiymətləndirməsi və gələcək karyeranızın qurulması üçün geniş imkanlarTibbi sığorta proqramına qoşulmaMüasir idarəetmə sistemi və mehriban kollektivUyğun başlıqlarPL/SQL",https://www.offer.az/pl-sql-vakansiya-2025-60616/,10/01/2025,10/02/2025
Xadimə,AzəriMed QSC,Bakı,500 — 600 ₼,1 il,30 — 45,Fərq etmir,Tam iş günü (6 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"TəsvirVəzifə öhdəlikləri:Ofis və anbar ətrafı əraziləri təmizləmək;Müəyyən edilmiş qaydalara əsasən, gündəlik olaraq ümumi təmizlik və sanitariya işlərini yerinə yetirmək.İş şəraiti:İş qrafiki: 08:00-17:00;Əmək haqqı: 500-600 AZN (Gross);Ünvan 1: Bakı dairəvi yol, Meyvəli bazarın yanı;Ünvan 2: Nərimanov rayonu, Asif Məmmədov küçəsi 30Əlavə suallar üçün 055-455-84-04 (Whatsapp) nömrəsi ilə əlaqə saxlaya bilərsiniz.TələblərTələblər:Yaş: 30-45;Bu sahədə təcrübənin olması üstünlükdür;Təmizləyici vasitələrdən düzgün istifadə qaydasını bilməlidir;https://qlor.me/m5qgyiok71Uyğun başlıqlarTəmizlikXadimə",https://www.offer.az/xadime-235-vakansiya-2025-60613/,10/01/2025,09/02/2025
Anbardar (Aptek),AzəriMed QSC,Bakı,400₼,1 il,20 — 30,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Açıqlamadakı linkə daxil olun.,,"Müraciət linki:https://qlor.me/m5qh6fonezTəsvirVəzifə öhdəlikləri:Aptekə daxil olan məhsulların səmərəli şəkildə yerləşdirilməsi;Məhsulların saxlanma qaydasına nəzarət edilməsi;Qəbul edilən məhsulların qaimələrə uyğunluğunun yoxlanılması;Normadan artıq məhsulların geri qaytarılmasına nəzarət edilməsi;Məhsulların satış qiymətlərinin qutuların üzərinə vurulması və mütəmadi olaraq sistemlə uzlaşdırılması.İş şəraiti:İş qrafiki:09:00-18:00;Əmək haqqı:400 AZN (gross)TələblərTələblər:Yaş: 20-30;Təcrübə: Bu sahədə minimum 1 il iş təcrübəsi üstünlükdür;Nizam-intizamlı, işində dəqiq və məsuliyyətli.Uyğun başlıqlarAnbardaraptekTibb",https://www.offer.az/anbardar-aptek-2-vakansiya-2025-60612/,10/01/2025,10/02/2025
Sürücü,AzəriMed QSC,Bakı,600₼,1 il,30 — 60,Fərq etmir,Növbəli,Əmək müqaviləsi,vacancy@azerimed.com,,"TəsvirÖhdəliklər:Avtomobili yol hərəkəti qaydalarına uyğun idarə edilməsi.İş yerində daxili qaydalara və rəhbərliyin tapşırıqlarına riayət etmək.Əməkdaşları təyin olunmuş ünvanlara təhlükəsiz çatdırmaq.Əməkdaşlar ilə subordinasiya qaydalarına riayət etmək.Avtomobilin texniki vəziyyətini düzgün saxlamaq və qaydalara uyğun istifadə etmək.TələblərCins: KişiYaş: 30-60Sürücülük vəsiqəsi: B kateqoriyasıŞəxsi avtomobili ilə işləməkSəbirli, dürüst, dəqiq olmasıŞəhər və Şəhər ətrafı əraziləri yaxşı tanımaqSəlist danışıq qabiliyyətiİş şəraiti:İş qrafiki: 5 iş günü, saat 09:00-18:00Əmək haqqı: 600 AZN (Gross) + yol xərci ilə təmin edilir.Qeyd olunan göstəricilərə cavab verən namizədlər öz CV formasını mövzu hissəsində“Sürücü”qeyd etməklə poçt ünvanına göndərmələri xahiş olunur.Əlavə suallar üçün 055-500-60-65 (Whatsapp) nömrəsi ilə əlaqə saxlaya bilərsiniz.https://qlor.me/m5qheggkltUyğun başlıqlarSürücüSürücülük vəsiqəsi",https://www.offer.az/surucu-450-vakansiya-2025-60611/,10/01/2025,09/02/2025
İnsan Resursları Departamentinin Karyera planlaması və tədris şöbəsinin mütəxəssisi,ATB Bank,Bakı,Müsahibə əsasında,2 il,22 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"https://qlor.me/m5qi83mgcpTəsvirTəlim tələbatlarını müəyyən etmək, tədris və tədris-mövzu planlarını tərtib etmək, təlim materiallarını hazırlamaq, təlimi təşkil etmək;Bank əməkdaşları arasında tədris ehtiyaclarının öyrənilməsi məqsədilə sorğular keçirir, əməkdaşların təlim və seminarlarda iştirakını təşkil edir;Müxtəlif təşkilatlardan Banka daxil olan dəvətləri, təlim-tədris təkliflərini araşdırır, razılığa əsasən seminar, treyninq və konfranslarda və ya digər tədbirlərdə bank əməkdaşlarının iştirakını təmin etmək üçün danışıqlar aparır;Təlim fəaliyyəti ilə məşğul olan mərkəzləri araşdırır;Təcrübəçilərin hazırlanması prosesini idarə edir;Əməkdaşların təşkil olunmuş yerli təlimlərdə iştirakı ilə bağlı təşkilatı məsələləri həll edir;Təşkil olunmuş təlimlərlə bağlı hesabatlar, arayışlar və məlumatlar hazırlamaq;Əməkdaşlar üçün əməyin mühafizəsinin normaları, qaydaları və prinsipləri, əmək və icra intizamının təmin edilməsi qaydaları üzrə təlimlər keçirir;Əməkdaşlarla öhdəliklərin bağlanması.TələblərKomanda işləmə qabiliyyəti.Operativlik və dəqiqlik;Kompüter proqramlarında işləmək qabiliyyəti (Microsoft Office);Bankda ən azı 2 il iş təcrübəsi;Yüksək ünsiyyətqurma və dinləmə bacarığı;Ali təhsil;Uyğun başlıqlarHRİnsan resursları",https://www.offer.az/insan-resurslari-133-vakansiya-2025-60610/,10/01/2025,10/02/2025
Mühasib köməkçisi,Finekspertiza,Bakı,Müsahibə əsasında,1 il,20 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (6 gün),Əmək müqaviləsi,hr@finekspertiza.az,,"3 layihəmiz üçün 3 nəfər Mühasib köməkçisi tələb olunurLayihələr:MasazırAğ şəhər3-cü Mkr dairəsi əraziləri (Rus dili biliyi vacibdir)Vəzifə Öhdəlikləri:Mühasib tərəfindən təyin edilmişhesabların idarə olunmasında köməkçi rolun icrası.Hesablat işlərini bilməkvə lazımi əməliyyatların dəqiq icrasını təmin etmək.Sənədlərin yoxlanılması, arxivləşdirilməsi və elektron bazaya daxil edilməsi.Mühasibat əməliyyatlarının ilkin sənədlərlə icrası.Vergi və maliyyə hesabatlarının hazırlanmasında köməklik göstərilməsi.Anbar və material uçotu işlərində dəstək.İşçilərin əmək haqqının hesablanmasına və digər mühasibat əməliyyatlarına köməklik.Tələblər:Vacib Tələblər:Ali və ya orta ixtisas təhsili (mühasibat, maliyyə və ya əlaqəli sahə üzrə).Hesabların aparılmasında təcrübə və 1C proqramı ilə işləmə bacarığı.Rus dili üzrə yaxşı səviyyədə bilik(şifahi və yazılı ünsiyyət üçün vacibdir – yalnız 3-cü layihə üçün).MS Excel və Word proqramlarında işləmə bacarığı.Diqqətlilik, dəqiqlik və məsuliyyətli yanaşma.Arzu olunan tələblər:Mühasib köməkçisi və ya oxşar vəzifədə əvvəlki iş təcrübəsi.Milli mühasibat və vergilər üzrə ilkin biliklər.Şəxsi Keyfiyyətlər:Təlimatlara uyğun işləmə bacarığı.Komandada və müstəqil şəkildə işləmə qabiliyyəti.Yüksək analitik düşüncə və problem həll etmə bacarığı.İş Şərtləri:İş rejimi: 6 günlük iş həftəsi.Əmək haqqı: Razılaşma əsasında.İş yeri: Hər bir layihə üzrə müxtəlif ərazilərdə:MasazırAğ Şəhər3-cü Mkr dairəsi (Rus dili vacibdir).Maraqlanan namizədlər CV-lərini “Mühasib köməkçisi” başlığı iləgöndərə bilərlərUyğun başlıqlarMühasibMühasib köməkçisiMühasibat",https://www.offer.az/muhasib-komekcisi-61-vakansiya-2025-60609/,10/01/2025,09/02/2025
Mühasib,Finekspertiza,Bakı,Müsahibə əsasında,3 il,25 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (6 gün),Əmək müqaviləsi,hr@finekspertiza.az,,"Vəzifə Öhdəlikləri:Maliyyə uçotu: Bütün maliyyə əməliyyatlarının dəqiq uçotunun aparılması və mühasibat balansının hazırlanması.Hesabların idarə edilməsi:Aktivlər, passivlər, gəlirlər və xərclərin uçotu.Odəniş, avans və qalıq hesablarının izlənməsi.Təchizatçılar və müştərilərlə hesablaşmaların aparılması.Hesabatlıq: Aylıq, rüblük və illik maliyyə hesabatlarının hazırlanması.Vergi uçotu: Vergi bəyannamələrinin (ƏDV, mənfəət, əməkhaqqı üzrə gəlir vergisi və s.) hazırlanması və təqdim olunması.Əməkhaqqı hesablanması: İşçilərin əməkhaqqının hesablanması, sosial sığorta və gəlir vergisi çıxarışlarının həyata keçirilməsi.Bank əməliyyatları: Ödənişlərin icrası və bank məlumatlarının uçotu.Mövcud maliyyə qanunvericiliyinə riayət: Vergi, sosial sığorta və digər tələblərə uyğun fəaliyyət.Anbar uçotu: Anbar məlumatlarının yoxlanılması və hesabların uyğunluğunun təmin edilməsi.Audit dəstəyi: Daxili və xarici audit proseslərində iştirak.Tələblər:Ali təhsil: Mühasibat uçotu, maliyyə və ya iqtisadiyyat üzrə.Rus dili biliyiMühasib vəzifəsində ən azı 3 il iş təcrübəsi.Milli mühasibat standartları (NAS) və beynəlxalq standartlar (IFRS) üzrə biliklər.Vergi Məcəlləsi və Əmək Məcəlləsi üzrə ətraflı biliklər.1C mühasibat proqramı və ya digər müvafiq proqramlardan istifadə bacarığı.Azərbaycan dilini mükəmməl bilmək; İngilis və Rus dilləri üstünlükdür.MS Excel və digər MS Office proqramları ilə sərbəst işləmək bacarığı.Arzu Olunan Tələblər:ACCA və ya CPA sertifikatı (və ya bu kimi sertifikatların öyrənilməsi prosesində olmaq).Beynəlxalq şirkətlərlə iş təcrübəsi.Şəxsi Keyfiyyətlər:Analitik düşüncə və problem həll etmə qabiliyyəti.Diqqətcil və detallara qarşı həssas yanaşma.Nəticəyönümlü və məsuliyyətli iş yanaşması.Yüksək ünsiyyət bacarığı və komandada işləmə qabiliyyəti.İş Şərtləri:İş rejimi: 6 günlük iş həftəsi.Əmək haqqı: Razılaşma əsasında.İş yeri: Bakı şəhəriMaraqlanan namizədlər CV-lərini “Mühasib” başlığı iləgöndərə bilərlərUyğun başlıqlarMühasibMühasibat",https://www.offer.az/muhasib-858-vakansiya-2025-60608/,10/01/2025,09/02/2025
Satış təmsilçisi,Doğtaş Mebel MMC,Bakı,600₼,1 il,18 — 35,Orta və ya orta ixtisas təhsili,Tam iş günü (6 gün),Əmək müqaviləsi,ahmedli@dogtas.az,,"İş barədə məlumatBakıda fəaliyyət göstərən mağazalarımızda işləyəcək xanım satış təmsilçisi tələb olunurMağazada satılan mebel məhsulları ilə əlaqədar müştərilərə məsləhət edərək məhsulların satışını həyata keçirib, bütün prosesin təqibini və müştəri məmnuniyyətini təmin etməkMağazadakı,məhsullarının nizamından məsuliyyətli olmaq və mağaza içi vizual qaydalara əməl etməkHəftənin 6 günü saat 09:00-dan 20:00-dək saat aralığında işləyəcəkHəftə içi 1 gün istirahət günüƏmək haqqı: 600 Azn + % bonusƏlaqə nömrəsi:055 909 53 31 wpNamizədə tələblərAli və ya orta təhsilliEtibarlı, məsuliyyətli, səliqləli və çevikBu sahədə özünə karyera qurmaq istəyənİnandırma qabiliyyəti yüksək olan, gülər üzlü, pozitiv, insanlarla tez ünsiyyətə girəbilən, komandada işləmə bacarığına sahipİşində müştəri məmnuniyyətini əsas amil tutanSatış sektrounda ən azı 1 il iş təcrübəsi olanTərcihən rus dilini bilənKompüter proqramlarını bilən (word, excel)CV-ləriniziahmedli@dogtas.azünvanınanömrəsinəgöndərə bilirəsiniz. Ancaq şəkilli CV-lərə baxılacaq.Uyğun başlıqlarmebelsatış təmsiliçisi",https://www.offer.az/satis-temsilcisi-70-4-vakansiya-2025-60607/,10/01/2025,10/02/2025
“Şəki” filialının Kredit şöbəsinin mütəxəssisi,Xalq Bank,Şəki,Müsahibə əsasında,1 il,25 — 40,Tam ali təhsil (magistr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda  qeyd olunub,,"TəsvirMüştəriyə bankın kredit məhsullarına dair məlumatın verilməsiKredit müraciətlərinin qəbulu və analizi;Müraciətlərin Bankın kredit komitəsində müdafiəsi;Kredit sənədlərinin tərtibi;Kredit portfelinə nəzarət və idarə etmək;Müştəri hesablarının aparılmasına nəzarət;Verilmiş kreditlərə dair xidmətlər və onların monitorinqinin aparılması.TələblərMaliyyə, İqtisadiyyat, Menecment və hüquq sahəsində ali magistr təhsili;Hərbi xidməti bitirən və ya hərbi xidmətdən möhlət hüququ olan (oğlanlar üçün);Bank və ya bank olmayan kredit təşkilatında təcrübə arzuolunandır;Analitik zəkaya malik olmaq və müştərilərlə işləmək qabiliyyəti;Riyazi hesablama aparmaq qabiliyyəti;Stressə davamlılıq və kollektivdə işləmək bacarığı;İşdə dəqiqlik və detallara fikir vermə qabiliyyəti;Kompüter bilikləri.https://qlor.me/m5p2nxtqxwUyğun başlıqlarBankKreditKredit mütəxəssisikreditorMaliyyə",https://www.offer.az/seki-filialinin-kredit-sobesinin-mutexessisi-vakansiya-2025-60606/,09/01/2025,09/02/2025
Operator,Kontakt Home,Bakı,700₼,,20 — 45,Natamam ali təhsil (bakalavr),Növbəli,Əmək müqaviləsi,Link elanda qeyd olunub,,"Link:https://qlor.me/m5p67zgakwTəsvirServis mərkəzinə daxil olan hər bir müştərinin növbəli şəkildə qəbul edilməsi;Müraciətindən asılı olaraq müştərinin tələbatını formalaşdıraraq ətraflı şəkildə məlumatın təqdim edilməsi;Təmir olunmuş cihazların müştərilərə təqdim edilməsi;Müştərilərə telefonla zəng edilməsi ( məlumatları əldə etmək üçün və ya təqdim etmək üçün);Lazimi sənədlərin hazırlanması;Lazimi ünvanlara mailların yönləndirilməsi.TələblərOrta ixtisas və ya ali təhsil;SəlisAzərbaycan dili biliyi və rus dili biliyi;Müştərilərlə ünsiyyət qurma bacarığı;Emosiyalarını idarə etmək bacarığı;Təşəbbüslü və özünə güvənən;Diqqətli, çevik və operativ;Xidmət sahəsində iş təcrübəsi arzu olunandır.İş şəraiti:İş saatı: 5 gün 9:00-10:00 günaşırı, 6 gün (6cı gün yarı gün)İş yeri Ayna Sultanova yaxınlığıUyğun başlıqlarçağrı mərkəziCall CenterCall Center operatoruMüştəri xidmətləri",https://www.offer.az/operator-381-vakansiya-2025-60605/,09/01/2025,09/02/2025
Sistem üzrə mühəndis,Kontakt Home,Bakı,Müsahibə əsasında,3 il,22 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"Linkhttps://qlor.me/m5p6b6fpwdTəsvirIT İnfrasturkturun – server, iş stansiyaları, avadanlıq və proqram təminatınn fasiləsiz fəaliyyətinin təşkil və təmin edilməsiMonitorinq və loqlamaların düzgün şəkildə aparılmasının təmin edilməsi, monitorinq nəticələrinə əsasən infrastrukturun inkişafı ilə bağlı təkliflərin hazırlanılması;Şirkətin sabit IT sisteminin işinə və korporativ təhlükəsizlik standartlarına riayət edilməsinin təmin edilməsi;Ən son proqram versiyalarının quraşdırılması üçün dəstəyin təmin edilməsi;Şəbəkə arxitekturasının vəziyyətinin monitorinqi, problemlərin araşdırılması və həlli;İnfrasturktur üçün texniki səndələşmənin təşkili və sistemdə edilən dəyişikliklərin qeydiyatının aparılması.TələblərServer və virtualizasiya sistemləri üzrə təcrübə;Şəbəkə üzrə biliklər;System bilikləri (Windows Server, MS Active Directory, MS Exchange, EDR, Proxy, Logging-Audit, Ticketing Systems);Paylanmış proqram arxitekturaları, konteyner (Docker) və orkestrləşdirmə (Kubernetes) sahəsində təcrübə arzu olunandır;Əsas və Test mühitin qurulması və idarə olunması üzrə təcrübə;Ali təhsil (Kompüter elmləri və ya informasiya texnologiyaları sahəsi üzrə);Səlis azəybaycan dili biliyi, yaxşı səviyyədə ingilis dili biliyi, rus dili biliyi arzu olunandır;İnformasiya texnologiyaları sahəsində ən azı 3 il iş təcrübəsi;Müvafiq sahə üzrə sertifikatların olması üstünlükdür;Detallara və nəticəyə yönümlülük;Ünsiyyət qurma bacarığı;Komandada işləmə bacarığı.Uyğun başlıqlarIT",https://www.offer.az/sistem-uzre-muhendis-14-vakansiya-2025-60603/,09/01/2025,09/02/2025
Məlumat Mərkəzi şöbəsi / mütəxəssis,Expressbank ASC,Bakı,Müsahibə əsasında,1 il,21 — 65,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Linkdə qeyd olunub,,"Müraciət linki:https://qlor.me/m5p1qw2r4fTəsvirTelefon zənglərinin cavablandırılması;Müştərilərə şöbənin fəaliyyət sahəsinə uyğun məsləhət tipli dəstəyin göstərilməsi. Yaranmış sualın cavablandırılmasında köməklik göstərilməsi;Sosial şəbəkələr üzrə daxil olan sorğuların cavablandırılması ;Təsdiq olunmuş ədəbiyyat siyahısına uyğun danışıq texnologiyasının və texnikasının tətbiq olunması;Günlük/Həftəlik/Aylıq terminal vasitəsi ilə uğursuz nəticələnmiş bütün növ ödənişlərin yoxlanılmasının və düzəlişlərin olunmasının həyata keçirilməsi;Müştəriyə xidmət, tarif, prosedur və aksiyalar ilə bağlı bütün lazımı məlumatların təqdim edilməsi;Məlumat bazasına qəbul olunmuş informasiyanın sistemə daxil olunması;Zəruri informasiyanın alınması məqsədilə müştərilərlə əlaqə saxlanılması (informativ xarakterli zənglər; sorğu/anket);Müştərilərin müraciətlərinin qeydiyyatının aparılması və aidiyyəti üzrə yönləndirilməsi;Müştərilərin təklif və şikayətlərinin qeydə alınması və aidiyyəti üzrə yönləndiririlməsi;Aylıq hesabatın təqdim olunması.TələblərAli təhsil;Microsoft Office proqramlarının istifadəçi səviyyəsində biliklər;Azərbaycan və Rus dillərində sərbəst danışıq və yazma qabilliyyəti;Müvafiq sahə üzrə 6 ay iş təcrübəsi arzuolunandır.Uyğun başlıqlarBankməlumat mərkəziMüştəri xidmətləri",https://www.offer.az/melumat-merkezi-sobesi-vakansiya-2025-60602/,09/01/2025,09/02/2025
Biznes xidmət üzrə mütəxəssis (Lənkəran filialı),Expressbank ASC,Lənkəran,Müsahibə əsasında,,20 — 65,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub.,,"https://qlor.me/m5p1uzupdxTəsvirARMB-nın, bankdaxili prosedur və qaydalara əsasən fərdi sahibkar və hüquqi şəxslərə yüksək səviyyədə xidmətin göstərilməsi;Hüquqi şəxs hesabları üzrə əməliyyatların aparılması;Hüquqi şəxslərin xarici köçürmələrini bankdaxili prosedurlara uyğun icra olunması;Korporativ müştərilərə bankın məhsul və xidmətləri barədə məlumat verilməsi/xidmət göstərilməsi;Vergi və məhkəmə orqanlarından daxil olmuş sərəncamların reyestrinin aparılması.TələblərAli təhsil (Maliyyə, iqtisadiyyat, bank işi və ya digər müvafiq ixtisas üzrə);MS Office (Word, Excel) proqramları üzrə biliklər;Azərbaycan və rus dillərində səlis nitq və fikirlərini izah etmə bacarığı;Minimum 6 ay korporativ xidmət təcrübəsi arzuolunandır;Stressə davamlılıq və kollektivdə işləmək bacarığı;Ünsiyyət qurma bacarığı və işə məsuliyyətli yanaşma;Analitik düşüncə, təhlil etmə və qərarvermə qabiliyyəti.Uyğun başlıqlarbiznes məsləhətçiExcelMaliyyəMicrosoft Office",https://www.offer.az/biznes-xidmetleri-uzre-mutexessis-2-vakansiya-2025-60601/,09/01/2025,09/02/2025
Ofis meneceri-resepşionist,Halal-P,Bakı,400 — 800 ₼,1 il,25 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,hr@halal.az,,"Namizədə tələblərOfis proqramlarını (Word, Excel, Outlook ) bilməliİşində dəqiq, məsuliyyətli, işgüzar olmalıKollektivdə işləmək və ünsiyyət qurma bacarığı olmalıRus dili- əla, inglis dili-orta / yaxşı bilənlərə üstünlük veriləcək.Əmək funksiyalarıŞirkətə daxil və xaric olunan məktubların qəbul edilməsi və qeydiyyatının aparılmasıMəktubların aidiyyatı şöbəyə və ya departamentə çatdırılmasıŞırkətə gələn qonaqların qarşılanmasıMüvafiq sənədlərin çapa hazırlanması və imzaya təqdim edilməsiTelefon zənglərinin cavablandırılması və müvafiq olaraq yönləndirilməsiŞirkətin təsərrüfat malların sifariş verilməsiTaksi xidmətindən istifadəsini tənzimlənməsiEzamiyyət və qonaqlarla bağlı bilet, otel məsələlərini tənzimlənməsiQonaqlara və rəhbərliyə su, çay təklif edilməsiƏmək şəraiti haqda məlumatİş günləri: 5 gün, şənbə və bazar-istirahət günləri,İş saat 08:30-17:30, nahar fasiləsi 13:00-14:00Əmək haqqı rəsmi 400-800 manat (namizəddən aslı olaraq müəyyən edilir)Şirkətdaxili işçinin ixtisasına uyğun karyera yüksəlişi mümkünüdürMüraciət qaydasıGöstərilən tələblərə cavab verən namizədlərdən CV-lərini mövzu sətrində “Ofice managaer-Reception” qeydi edərək elektron poçt ünvanına göndərməyi xahiş edirik.“Halal-P” şirkəti öz işçilərinə geniş inkişaf imkanları yaradır. Bu imkanlardan siz də yararlanın!Uyğun başlıqlarMüştəri xidmətləriOfis Meneceri",https://www.offer.az/ofis-meneceri-resepsionist-vakansiya-2025-60600/,09/01/2025,09/02/2025
Human Resources Manager,Badamdar Hotel & Residences,Bakı,Müsahibə əsasında,5 il,25 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,hr@bhr.az,,"Main responsibilities:Leading HR department;Responsible for HR budget and control of related costs;Participate at daily HoD briefings, weekly HR meetings and other relevant events;Handling employee issues;Developing HR goals;Define training needs:Tracking performance appraisal metrics:Managing recruitment cycle;Ensuring all internal policy and procedures are followedRequirements:Higher education (HR qualification will be advantage)Hotel or similar field experience is preferable5 plus experience in leadership roleExcellent communication and conflict-solving skillsERP literacy (iScala, 1C)Fluent in English (Russian language is preferable)Interested candidates should send resume to the e-mail address by indicating name of the position in subject lineKindly note, only shortlisted candidates will be interviewed. Deadline for submission 17.01.2025Uyğun başlıqlarHRİnsan resursları",https://www.offer.az/human-resources-manager-4-vakansiya-2025-60599/,09/01/2025,09/02/2025
MRP üzrə kiçik mütəxəssis,Azerbaijan Supermarket LLC,Bakı,Müsahibə əsasında,1 il,20 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,hr2@azerbaijansupermarket.com,,"Vəzifə öhdəlikləri:POS sistemlərinin quraşdırılması, dəstəyi və texniki problemlərin həlli.Müştərilər və daxili komandalarla effektiv və davamlı əlaqənin təmin edilməsi.Yeni POS sistemlərinin və proqram təminatlarının tətbiqi prosesində texniki dəstəyin göstərilməsi.POS avadanlıqlarının və proqramlarının düzgün işləməsini izləmək və nəzarət etmək.Texniki problemlərin diaqnozu və mümkün həllərin təklif edilməsi.Tələblər:Əsas kompüter bilikləri.İT sahəsində, əsasən, pərakəndə satışda təcrübəMicrosoft Windows və Linux əməliyyat sistemləri üzrə baza biliklər.POS sistemləri və ya avadanlıqları haqqında ümumi anlayış.Texniki problemlərin diaqnoz və həll etmə bacarığı.Kommunikasiya bacarıqlarıMüştəri yönümlülükMaraqlanan namizədlər email ünvanına “MRP üzrə kiçik mütəxəssis”başlığı ilə müraciət edə bilər. Həmçinin bildirmək istərdik ki, işə qəbul prosesinin növbəti mərhələsi üçün yalnız seçilmiş namizədlərlə əlaqə saxlanılacaqdır.Uyğun başlıqlarMRPOracleOracle SQL",https://www.offer.az/mrp-uzre-kicik-mutexessis-vakansiya-2025-60598/,09/01/2025,09/02/2025
Satış meneceri,AzəriMed QSC,Bakı,800 — 1500 ₼,1 il,20 — 40,"Natamam ali təhsil (bakalavr), Orta və ya orta ixtisas təhsili",Tam iş günü (6 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,https://qlor.me/m5p19k4mx6TəsvirVəzifələr :Tibbi avadanlıq və ləvazimatların satışını həyata keçirmək ;Müştərilərlə əlaqələr qurmaq və onları məhsullar haqqında məlumatlandırmaq ;Satış strategiyasının hazırlanmasında iştirak etmək ;Mövcud və potensial müştərilərlə işgüzar münasibətləri inkişaf etdirmək ;Satış hədəflərini yerinə yetirmək və hesabatlar təqdim etmək ;Təkliflər :Stabil və rəqabətə davamlı əmək haqqı( 800-1500 azn )və yüksək bonus sitemi ;Peşəkar inkişaf və təlimlərdə iştirak imkanı ;İşgüzar və mehriban kollektiv ;Karyera yüksəklişi üçün perspektiv ;TələblərTibbi biliklərə və ya tibb sahəsində təcrübəyə malik olmalıdır ;Satış sahəsində təcrübəsi olanlara üstünlük veriləcək;İngilis dili bilyi (minimum B1 səviyyəsi) olanlara üstünlük veriləcəkYüksək ünsiyyət və müştərilərlə işləmək bacarığı ;Komanda ilə işləmə və problem həll etmə qabiliyyəti ;Aktiv və təşəbbüskar olmaqUyğun başlıqlarRus diliSatışSatış təmsilçisi,https://www.offer.az/satis-meneceri-395-vakansiya-2025-60597/,09/01/2025,09/02/2025
